Loan_ID,Application_Date,Customer_Age,Gender,Marital_Status,Education_Level,Employment_Type,Annual_Income,Credit_Score,Existing_Loans_Count,Number_of_Dependents,Home_Ownership,Region,Loan_Purpose,Loan_Amount,Loan_Term_Months,Interest_Rate,Monthly_Installment,Debt_to_Income_Ratio,Loan_Status,Repayment_Status
LN305240,2025-10-03,53,Female,Divorced,High School,Salaried,19378.66,692.0,1,0,Own,Europe,Debt Consolidation,25259.22,120,7.2,295.89,36.54,Approved,Late Payments
LN302917,2025-10-03,31,Female,Married,High School,Salaried,44994.25,732.0,0,2,Rent,Europe,Home,107049.72,84,7.8,1657.85,44.21,Approved,On-Time
LN300786,2025-10-03,34,Female,Single,High School,Self-Employed,29483.75,823.0,3,0,Rent,Europe,Home,143953.96,12,5.29,12342.68,95.0,Approved,On-Time
LN304908,2025-10-03,55,Female,Single,Master's,Salaried,50786.66,736.0,1,1,Rent,Europe,Education,13546.91,60,6.55,265.38,9.79,Approved,Late Payments
LN300455,2025-10-03,39,Male,Divorced,Master's,Salaried,,667.0,2,2,Mortgage,North America,Home,121346.15,12,8.61,10589.97,95.0,Pending,N/A
LN302904,2025-10-03,47,Female,Single,Bachelor's,Business Owner,53637.97,646.0,1,0,Rent,Europe,Business,84901.17,36,8.91,2696.28,63.16,Approved,Late Payments
LN300402,2025-10-03,34,Male,Single,Master's,Salaried,47775.04,620.0,2,1,Mortgage,North America,Auto,42188.07,60,10.36,903.86,27.75,Approved,On-Time
LN306814,2025-10-03,42,Female,Single,Bachelor's,Business Owner,49276.31,811.0,1,0,Rent,Europe,Auto,10192.98,36,6.82,313.89,12.38,Approved,Late Payments
LN303772,2025-10-04,42,Female,Married,Master's,Self-Employed,37654.2,660.0,0,3,Mortgage,North America,Business,111606.39,48,10.22,2842.43,90.59,Pending,N/A
LN301381,2025-10-04,21,Female,Married,Master's,Self-Employed,38577.36,822.0,1,3,Mortgage,Europe,Education,35231.85,84,4.43,488.58,19.49,Approved,Late Payments
LN303607,2025-10-04,30,Male,Single,Master's,Business Owner,110755.17,699.0,3,2,Mortgage,Asia,Home,234401.35,60,5.95,4526.19,59.14,Approved,On-Time
LN306817,2025-10-04,26,Female,Married,Master's,Self-Employed,22474.23,666.0,1,1,Rent,Europe,Debt Consolidation,16317.06,36,8.18,512.67,37.33,Approved,Defaulted
LN303518,2025-10-04,35,Female,Widowed,Bachelor's,Salaried,23452.78,732.0,3,3,Rent,Europe,Personal,13867.09,240,7.01,107.59,38.59,Approved,Defaulted
LN306307,2025-10-04,21,Female,Married,High School,Salaried,54649.56,799.0,1,0,Own,North America,Home,127091.31,12,3.1,10769.62,95.0,Approved,On-Time
LN306501,2025-10-04,32,Female,Single,Bachelor's,Salaried,63450.15,732.0,1,0,Own,South America,Education,21457.6,48,7.49,518.72,14.8,Approved,Late Payments
LN300440,2025-10-05,31,Male,Married,High School,Unemployed,8000.0,383.0,1,1,Mortgage,Europe,Business,70731.85,12,14.08,6353.47,95.0,Rejected,N/A
LN303377,2025-10-05,39,Male,Married,High School,Salaried,37945.54,711.0,2,2,Rent,Asia,Education,31393.75,36,8.49,990.88,36.76,Approved,Late Payments
LN304508,2025-10-05,21,Female,Divorced,Bachelor's,Salaried,54732.5,,1,2,Rent,South America,Home,107183.27,24,8.03,4849.08,95.0,Approved,Late Payments
LN303031,2025-10-05,25,Female,Single,High School,Salaried,23334.36,616.0,3,0,Mortgage,North America,Personal,3644.4,24,8.17,165.11,30.5,Approved,On-Time
LN303639,2025-10-05,30,Male,Single,High School,Self-Employed,25084.12,690.0,1,0,Mortgage,Asia,Auto,23910.59,120,6.81,275.29,18.55,Approved,On-Time
LN306754,2025-10-05,33,Male,Single,High School,Salaried,58660.29,664.0,1,2,Mortgage,Europe,Education,27875.42,84,8.41,440.19,13.28,Approved,On-Time
LN300115,2025-10-05,26,Female,Single,High School,Salaried,30496.3,711.0,1,4,Mortgage,Europe,Home,136934.35,84,6.47,2031.41,83.82,Approved,On-Time
LN305757,2025-10-05,37,Female,Married,Bachelor's,Salaried,41780.73,741.0,1,0,Own,Australia,Education,14409.14,84,6.24,212.16,14.32,Approved,On-Time
LN302212,2025-10-05,21,Male,Single,Master's,Salaried,45415.43,721.0,0,0,Mortgage,North America,Education,23988.73,24,7.45,1078.94,28.51,Approved,On-Time
LN303185,2025-10-06,56,Male,Single,High School,Salaried,32410.54,693.0,2,0,Mortgage,Europe,Debt Consolidation,9414.28,60,8.25,192.02,22.97,Approved,On-Time
LN306091,2025-10-06,36,Female,Married,Master's,Self-Employed,49639.09,718.0,0,3,Rent,South America,Debt Consolidation,10461.98,60,7.26,208.45,5.04,Approved,On-Time
LN303101,2025-10-06,46,Female,Married,PhD,Salaried,71984.75,769.0,2,0,Rent,South America,Education,32289.13,60,6.49,631.62,20.71,Approved,On-Time
LN302147,2025-10-06,37,Male,Single,High School,Salaried,18264.64,640.0,0,4,Own,Australia,Home,141398.67,12,8.07,12304.63,95.0,Pending,N/A
LN300283,2025-10-06,36,Male,Married,Master's,Business Owner,80815.35,741.0,1,1,Rent,Europe,Personal,10794.21,84,6.74,161.55,6.27,Approved,Defaulted
LN301420,2025-10-06,30,Male,Single,Master's,Salaried,15759.23,666.0,0,0,Rent,North America,Education,10481.42,24,8.35,475.72,36.22,Approved,Defaulted
LN306743,2025-10-06,43,Male,Widowed,Master's,Unemployed,11687.91,538.0,2,1,Mortgage,Asia,Medical,4917.13,24,11.85,231.12,66.82,Rejected,N/A
LN301918,2025-10-06,41,Female,Divorced,Bachelor's,Business Owner,91541.06,667.0,2,2,Mortgage,Asia,Home,151255.16,48,8.51,3728.9,55.52,Approved,Late Payments
LN301621,2025-10-06,29,Male,Married,Master's,Unemployed,9854.15,467.0,2,0,Rent,Asia,Personal,16354.21,120,13.54,249.42,95.0,Pending,N/A
LN304629,2025-10-06,26,Male,Single,High School,Self-Employed,29047.3,,0,1,Mortgage,Europe,Home,217622.7,84,9.29,3533.46,95.0,Approved,On-Time
LN302249,2025-10-07,54,Female,Single,Bachelor's,Unemployed,15400.09,632.0,4,3,Rent,Europe,Personal,15221.67,48,9.92,385.48,95.0,Rejected,N/A
LN303744,2025-10-07,63,Male,Single,Bachelor's,Self-Employed,47921.98,698.0,2,4,Rent,North America,Debt Consolidation,22765.24,240,10.37,225.3,20.62,Approved,On-Time
LN300987,2025-10-07,38,Male,Divorced,Bachelor's,Business Owner,51102.26,752.0,1,2,Own,South America,Debt Consolidation,34724.17,180,7.82,328.24,11.62,Approved,On-Time
LN306155,2025-10-07,28,Male,Single,Bachelor's,Salaried,45162.6,697.0,0,0,Rent,Europe,Auto,22988.12,24,7.39,1033.31,27.46,Approved,On-Time
LN303886,2025-10-07,33,Male,Single,Master's,Salaried,41605.98,622.0,0,1,Mortgage,North America,Home,170722.46,36,8.36,5378.22,95.0,Pending,N/A
LN300308,2025-10-07,34,Other,Single,Bachelor's,Salaried,31641.04,689.0,1,1,Own,Africa,Business,104979.46,36,7.41,3261.18,95.0,Pending,N/A
LN300711,2025-10-07,45,Female,Married,High School,Salaried,31050.73,609.0,2,0,Mortgage,Europe,Auto,21568.54,60,11.12,470.24,26.03,Approved,Defaulted
LN306316,2025-10-07,37,Female,Single,Bachelor's,Salaried,56547.9,583.0,3,0,Own,Europe,Home,129780.0,24,10.15,5997.68,95.0,Rejected,N/A
LN306820,2025-10-07,43,Male,Married,PhD,Self-Employed,86795.05,667.0,1,2,Rent,Asia,Auto,35493.51,48,9.52,892.05,16.94,Approved,Late Payments
LN302320,2025-10-07,32,Female,Single,Bachelor's,Self-Employed,67930.01,774.0,0,0,Mortgage,North America,Debt Consolidation,9609.74,60,5.56,183.82,3.25,Approved,On-Time
LN304303,2025-10-08,46,Male,Married,Master's,Salaried,46765.1,652.0,0,3,Rent,Asia,Home,248710.27,36,8.46,7846.56,95.0,Approved,On-Time
LN303357,2025-10-08,42,Male,Single,High School,Salaried,25372.07,718.0,3,1,Mortgage,North America,Business,179082.96,60,7.37,3577.4,95.0,Approved,On-Time
LN300185,2025-10-08,38,Other,Single,Bachelor's,Self-Employed,,684.0,1,0,Own,Europe,Home,247971.96,36,8.69,7849.71,95.0,Approved,Defaulted
LN304260,2025-10-08,41,Male,Married,Master's,Salaried,55783.08,737.0,2,2,Mortgage,Europe,Home,133654.95,24,6.09,5929.09,95.0,Approved,On-Time
LN304166,2025-10-08,24,Female,Married,Bachelor's,Self-Employed,71205.94,792.0,0,2,Own,North America,Home,129457.3,36,5.61,3915.51,65.99,Approved,On-Time
LN300890,2025-10-08,37,Male,Divorced,Bachelor's,Salaried,30200.33,616.0,4,3,Rent,North America,Auto,15183.03,12,8.62,1325.1,95.0,Approved,On-Time
LN304531,2025-10-08,42,Male,Single,Master's,Self-Employed,96384.53,726.0,0,5,Mortgage,North America,Business,107125.56,24,7.08,4800.17,59.76,Pending,N/A
LN305080,2025-10-08,56,Female,Married,Master's,Salaried,92715.45,776.0,1,4,Rent,North America,Home,167545.32,180,5.6,1377.89,21.94,Approved,On-Time
LN303766,2025-10-08,34,Female,Divorced,Bachelor's,Salaried,44991.11,695.0,0,0,Own,Africa,Debt Consolidation,12833.81,60,7.34,256.19,6.83,Approved,On-Time
LN302618,2025-10-08,26,Female,Single,Master's,Business Owner,,656.0,2,0,Rent,Africa,Medical,13189.89,12,9.86,1158.74,49.71,Approved,On-Time
LN306846,2025-10-08,46,Female,Married,Bachelor's,Business Owner,63593.95,791.0,2,0,Own,Africa,Personal,11896.84,180,5.89,99.69,7.17,Approved,On-Time
LN305922,2025-10-09,46,Male,Married,Master's,Business Owner,82241.35,770.0,1,1,Own,Europe,Debt Consolidation,4564.72,48,6.62,108.5,3.12,Approved,Late Payments
LN306511,2025-10-09,42,Female,Married,Bachelor's,Business Owner,20120.3,610.0,1,0,Rent,North America,Business,73312.54,84,10.65,1241.84,91.85,Approved,On-Time
LN300503,2025-10-09,53,Female,Married,Master's,Salaried,30157.65,654.0,4,2,Rent,Europe,Education,15343.3,48,6.95,367.06,62.32,Approved,On-Time
LN303080,2025-10-09,35,Male,Divorced,Master's,Salaried,29053.27,666.0,1,1,Rent,South America,Auto,12365.61,12,8.62,1079.21,55.45,Approved,On-Time
LN305660,2025-10-09,30,Female,Single,High School,Self-Employed,45986.75,696.0,0,0,Rent,Europe,Personal,17254.86,120,7.71,206.71,5.39,Approved,Late Payments
LN305531,2025-10-09,48,Female,Widowed,Master's,Unemployed,11594.51,576.0,0,0,Own,South America,Medical,3435.53,60,11.47,75.5,7.81,Pending,N/A
LN303466,2025-10-09,50,Female,Divorced,Master's,Salaried,41689.5,553.0,0,2,Rent,South America,Debt Consolidation,21785.54,24,12.74,1033.07,29.74,Pending,N/A
LN305015,2025-10-10,36,Female,Single,Master's,Salaried,61044.69,795.0,1,3,Rent,Australia,Education,13666.13,12,4.96,1169.67,28.81,Approved,On-Time
LN301797,2025-10-10,46,Male,Divorced,Bachelor's,Self-Employed,33262.37,718.0,2,2,Rent,North America,Business,148976.23,48,7.17,3579.18,95.0,Approved,On-Time
LN305164,2025-10-10,39,Male,Single,Bachelor's,Salaried,19247.5,672.0,2,3,Own,Europe,Education,3857.43,36,8.26,121.34,31.51,Approved,On-Time
LN304606,2025-10-10,42,Female,Married,Master's,Self-Employed,69410.69,846.0,2,0,Rent,Europe,Debt Consolidation,13427.98,24,5.49,592.06,18.2,Approved,On-Time
LN305471,2025-10-10,25,Female,Widowed,Bachelor's,Salaried,31657.87,646.0,0,3,Rent,Europe,Education,31142.51,12,8.6,2717.69,95.0,Pending,N/A
LN301066,2025-10-10,46,Male,Married,Master's,Business Owner,25632.97,606.0,1,2,Rent,Asia,Personal,22610.12,12,10.12,1989.05,95.0,Pending,N/A
LN300924,2025-10-10,49,Female,Single,Master's,Salaried,61370.41,716.0,5,3,Rent,Africa,Business,81696.85,36,7.89,2555.94,79.09,Pending,N/A
LN306149,2025-10-10,54,Female,Single,Master's,Business Owner,73425.94,782.0,0,1,Own,North America,Auto,14237.0,60,6.01,275.31,4.5,Approved,On-Time
LN306337,2025-10-10,39,Male,Divorced,High School,Salaried,27366.65,667.0,0,2,Mortgage,Africa,Home,233475.05,84,8.88,3742.2,95.0,Approved,Defaulted
LN300629,2025-10-10,37,Female,Married,Master's,Business Owner,91240.42,778.0,0,0,Rent,Europe,Home,158851.12,84,5.95,2316.78,30.47,Approved,Late Payments
LN306994,2025-10-11,54,Female,Single,Bachelor's,Salaried,51230.47,726.0,1,0,Mortgage,North America,Business,80230.8,48,7.26,1930.92,47.7,Approved,On-Time
LN306562,2025-10-11,32,Male,Married,High School,Salaried,48169.44,633.0,3,5,Own,North America,Personal,11239.76,60,9.32,235.07,29.34,Approved,Late Payments
LN306673,2025-10-11,57,Male,Married,Bachelor's,Salaried,19238.01,680.0,2,2,Rent,North America,Personal,9890.3,48,8.49,243.73,47.78,Approved,On-Time
LN305109,2025-10-11,25,Female,Married,Master's,Self-Employed,73857.3,670.0,3,3,Own,North America,Home,124151.94,240,8.47,1075.06,28.48,Approved,On-Time
LN300285,2025-10-11,42,Male,Single,High School,Self-Employed,33301.56,692.0,4,0,Rent,North America,Debt Consolidation,10470.5,24,8.76,477.19,52.46,Pending,N/A
LN302185,2025-10-11,21,Female,Married,PhD,Salaried,51250.83,724.0,0,1,Own,Asia,Auto,17093.26,60,6.55,334.85,7.84,Approved,On-Time
LN304161,2025-10-11,37,Female,Single,Bachelor's,Salaried,55180.63,774.0,2,2,Rent,North America,Education,24573.82,36,6.33,751.26,21.63,Approved,On-Time
LN300734,2025-10-11,42,Male,Single,High School,Salaried,42956.8,807.0,0,1,Own,North America,Personal,14708.28,60,4.21,272.27,7.61,Approved,On-Time
LN304372,2025-10-11,29,Male,Married,Bachelor's,Salaried,30728.84,637.0,2,3,Rent,Asia,Auto,34185.19,24,9.53,1570.07,87.59,Approved,Defaulted
LN300393,2025-10-11,22,Male,Married,High School,Salaried,23948.09,677.0,2,0,Own,Africa,Auto,39764.14,12,7.93,3457.73,95.0,Approved,On-Time
LN305822,2025-10-11,42,Female,Married,High School,Salaried,36295.27,632.0,0,0,Mortgage,Europe,Debt Consolidation,5095.53,60,11.2,111.3,3.68,Approved,On-Time
LN304907,2025-10-11,41,Female,Widowed,Bachelor's,Salaried,26907.94,645.0,1,1,Rent,North America,Auto,32996.46,60,9.0,684.95,34.34,Approved,On-Time
LN303482,2025-10-12,32,Male,Married,Bachelor's,Unemployed,15658.95,558.0,1,0,Rent,Europe,Debt Consolidation,31791.43,60,10.48,683.01,77.65,Rejected,N/A
LN306665,2025-10-12,43,Male,Married,Master's,Salaried,32076.87,633.0,0,0,Own,North America,Personal,17484.01,36,9.03,556.23,20.81,Approved,On-Time
LN306123,2025-10-12,35,Female,Married,Bachelor's,Salaried,63850.98,697.0,2,0,Mortgage,North America,Business,197765.5,60,8.32,4040.33,87.14,Approved,On-Time
LN306493,2025-10-12,47,Female,Married,Master's,Self-Employed,70464.8,737.0,2,1,Rent,Europe,Home,157200.56,36,6.65,4828.78,92.25,Approved,Defaulted
LN305419,2025-10-12,33,Male,Married,Bachelor's,Salaried,37552.17,629.0,1,0,Own,South America,Personal,9342.2,36,8.64,295.52,14.41,Approved,Late Payments
LN306600,2025-10-12,36,Female,Single,Bachelor's,Unemployed,9285.58,559.0,5,2,Mortgage,Europe,Home,191165.59,48,9.06,4762.61,95.0,Rejected,N/A
LN301142,2025-10-12,42,Male,Divorced,Bachelor's,Self-Employed,62283.65,643.0,1,2,Rent,North America,Personal,6628.1,12,10.21,583.36,15.41,Approved,On-Time
LN305416,2025-10-12,50,Female,Married,Master's,Self-Employed,,695.0,0,3,Own,North America,Auto,34578.76,60,7.82,698.16,20.55,Approved,On-Time
LN305260,2025-10-12,29,Male,Single,Bachelor's,Salaried,24784.73,581.0,1,3,Own,North America,Personal,7595.03,180,11.93,90.81,10.37,Pending,N/A
LN305475,2025-10-12,40,Female,Single,Master's,Unemployed,13819.54,513.0,0,2,Rent,North America,Auto,11057.74,12,11.96,982.26,85.29,Pending,N/A
LN301419,2025-10-12,56,Male,Married,High School,Salaried,26616.75,575.0,0,2,Own,North America,Auto,38409.08,24,9.59,1765.12,79.58,Rejected,N/A
LN305230,2025-10-13,44,Female,Single,Bachelor's,Salaried,54500.04,709.0,3,1,Mortgage,Africa,Auto,30156.08,120,7.5,357.96,30.01,Approved,Late Payments
LN300631,2025-10-13,53,Female,Divorced,Bachelor's,Business Owner,24307.65,621.0,2,1,Rent,North America,Business,41434.77,60,12.0,921.69,59.18,Pending,N/A
LN303149,2025-10-13,48,Male,Single,Bachelor's,Salaried,38134.52,664.0,1,0,Mortgage,Europe,Personal,13740.67,120,9.72,179.46,16.27,Approved,On-Time
LN305939,2025-10-13,48,Female,Divorced,Bachelor's,Salaried,45749.16,641.0,0,2,Rent,Africa,Personal,14897.3,36,7.78,465.32,12.21,Approved,On-Time
LN300938,2025-10-13,51,Female,Married,High School,Salaried,24098.07,596.0,0,0,Own,Asia,Personal,6416.55,48,9.63,161.6,8.05,Approved,On-Time
LN301915,2025-10-13,62,Other,Married,Bachelor's,Salaried,26856.2,765.0,3,2,Mortgage,South America,Auto,32725.43,12,5.63,2811.0,95.0,Approved,On-Time
LN300062,2025-10-13,39,Female,Single,Bachelor's,Salaried,41028.2,601.0,1,1,Own,Asia,Auto,23129.89,180,9.53,241.95,16.04,Approved,On-Time
LN306019,2025-10-13,38,Male,Married,High School,Salaried,27869.42,679.0,2,1,Rent,North America,Debt Consolidation,22275.61,36,8.48,702.98,57.66,Approved,Late Payments
LN304600,2025-10-14,25,Male,Married,High School,Self-Employed,37312.51,665.0,2,2,Rent,Asia,Auto,15145.14,60,6.72,297.9,19.29,Approved,On-Time
LN300074,2025-10-14,52,Female,Single,High School,Unemployed,9840.51,659.0,1,2,Mortgage,Asia,Home,196204.15,24,8.13,8885.42,95.0,Pending,N/A
LN303133,2025-10-14,65,Female,Single,Master's,Salaried,37119.77,671.0,3,0,Rent,Australia,Education,22876.3,24,8.7,1041.95,56.11,Approved,Late Payments
LN306015,2025-10-14,41,Male,Single,Master's,Business Owner,90301.33,660.0,0,1,Rent,North America,Home,253037.96,36,6.98,7810.76,95.0,Pending,N/A
LN301278,2025-10-14,52,Female,Divorced,High School,Salaried,15266.21,791.0,0,1,Rent,Asia,Home,151835.7,180,5.8,1264.93,95.0,Approved,Late Payments
LN301985,2025-10-14,43,Female,Single,Master's,Salaried,55699.65,681.0,1,1,Rent,South America,Business,179263.67,12,9.36,15706.82,95.0,Approved,Defaulted
LN305235,2025-10-14,41,Male,Married,Master's,Business Owner,71933.83,646.0,2,1,Mortgage,North America,Home,280321.02,120,10.3,3751.19,72.41,Pending,N/A
LN300083,2025-10-14,37,Male,Married,High School,Salaried,34656.1,678.0,1,0,Rent,Europe,Business,196334.06,12,8.74,17146.04,95.0,Pending,N/A
LN304678,2025-10-14,21,Female,Married,High School,Self-Employed,26858.03,712.0,1,0,Mortgage,Australia,Home,107569.79,84,7.41,1645.16,78.73,Pending,N/A
LN302213,2025-10-14,42,Female,Single,Bachelor's,Salaried,67069.07,821.0,1,2,Rent,North America,Home,168052.73,84,4.82,2361.05,46.12,Approved,On-Time
LN304347,2025-10-14,53,Female,Married,Master's,Salaried,64230.0,739.0,1,3,Mortgage,Asia,Education,16356.67,240,6.04,117.56,7.37,Approved,On-Time
LN306733,2025-10-14,21,Female,Divorced,High School,Salaried,26887.82,707.0,0,0,Own,North America,Home,170852.72,36,7.38,5305.17,95.0,Pending,N/A
LN303465,2025-10-14,42,Female,Single,Bachelor's,Salaried,29357.84,570.0,2,2,Own,Europe,Personal,5903.01,48,10.97,152.48,26.79,Approved,Late Payments
LN304046,2025-10-15,63,Female,Married,High School,Salaried,21216.45,660.0,1,1,Rent,North America,Auto,42147.56,36,9.17,1343.62,83.4,Approved,On-Time
LN302033,2025-10-15,23,Male,Widowed,Bachelor's,Salaried,28299.33,633.0,0,1,Mortgage,Europe,Auto,27910.42,48,9.35,699.2,29.65,Approved,On-Time
LN300993,2025-10-15,36,Male,Married,Bachelor's,Self-Employed,46272.88,509.0,3,3,Rent,Asia,Home,279180.84,36,11.6,9219.55,95.0,Rejected,N/A
LN302524,2025-10-15,31,Male,Widowed,Bachelor's,Self-Employed,19829.55,559.0,2,0,Own,Europe,Personal,9626.61,24,10.93,448.36,49.74,Pending,N/A
LN300480,2025-10-15,41,Male,Single,High School,Salaried,36747.64,772.0,0,3,Rent,South America,Debt Consolidation,4771.68,48,8.07,116.65,3.81,Approved,On-Time
LN302636,2025-10-15,29,Male,Single,PhD,Self-Employed,93696.4,825.0,1,0,Mortgage,North America,Debt Consolidation,23261.57,60,3.63,424.52,8.77,Approved,Late Payments
LN303366,2025-10-15,40,Female,Married,Bachelor's,Salaried,33073.6,774.0,0,0,Own,Europe,Business,53310.58,180,7.97,508.54,18.45,Approved,On-Time
LN302400,2025-10-16,25,Male,Divorced,Bachelor's,Salaried,50577.48,630.0,0,1,Rent,South America,Personal,12235.38,36,9.7,393.08,9.33,Approved,On-Time
LN300446,2025-10-16,42,Male,Married,Bachelor's,Salaried,31969.5,673.0,4,0,Own,Asia,Business,127525.43,24,8.35,5788.01,95.0,Approved,Late Payments
LN301539,2025-10-16,25,Male,Married,High School,Unemployed,14070.1,605.0,2,0,Mortgage,South America,Education,18160.63,48,10.0,460.6,59.35,Approved,Defaulted
LN306845,2025-10-16,29,Female,Divorced,PhD,Salaried,48513.98,653.0,0,2,Mortgage,Europe,Personal,20842.17,12,9.79,1830.32,45.27,Approved,Late Payments
LN301132,2025-10-16,29,Male,Married,Master's,Salaried,,802.0,1,1,Mortgage,North America,Business,21127.23,60,7.57,424.05,22.24,Approved,On-Time
LN305688,2025-10-16,21,Male,Single,High School,Self-Employed,12640.25,584.0,0,0,Mortgage,North America,Education,20100.92,36,9.89,647.56,61.48,Pending,N/A
LN304913,2025-10-16,37,Male,Divorced,High School,Self-Employed,36711.71,540.0,1,0,Rent,Asia,Home,245445.76,180,11.03,2794.35,95.0,Approved,On-Time
LN306177,2025-10-16,31,Male,Married,High School,Self-Employed,44585.56,703.0,4,0,Mortgage,Europe,Home,238452.07,180,7.23,2174.05,94.17,Rejected,N/A
LN303217,2025-10-16,57,Female,Married,Master's,Business Owner,62902.87,634.0,1,4,Mortgage,North America,Home,153628.63,24,8.26,6966.44,95.0,Approved,Defaulted
LN306786,2025-10-17,30,Male,Married,PhD,Unemployed,,610.0,3,0,Rent,North America,Auto,25488.26,48,8.93,633.43,49.53,Pending,N/A
LN300367,2025-10-17,23,Male,Married,High School,Salaried,39546.32,783.0,0,1,Own,North America,Auto,30144.04,120,4.45,311.68,9.46,Approved,Late Payments
LN303383,2025-10-17,44,Male,Married,Bachelor's,Self-Employed,44639.87,708.0,0,3,Mortgage,Europe,Personal,9039.15,24,9.01,412.99,11.1,Approved,On-Time
LN305287,2025-10-17,46,Male,Married,Bachelor's,Salaried,46931.82,595.0,4,4,Rent,Asia,Education,15412.44,60,9.2,321.44,31.64,Approved,On-Time
LN306193,2025-10-17,33,Male,Widowed,Master's,Salaried,73042.76,792.0,1,5,Mortgage,South America,Home,186523.23,120,4.44,1927.71,35.62,Approved,On-Time
LN304743,2025-10-17,40,Male,Married,Bachelor's,Salaried,,623.0,1,0,Own,North America,Auto,19196.11,36,9.48,614.73,27.15,Approved,On-Time
LN304684,2025-10-17,53,Female,Single,Bachelor's,Salaried,19813.75,570.0,1,0,Mortgage,Europe,Home,200324.45,36,9.88,6452.63,95.0,Pending,N/A
LN306554,2025-10-17,31,Male,Married,High School,Salaried,18775.14,624.0,4,0,Rent,Europe,Auto,15282.95,60,9.77,322.99,76.36,Rejected,N/A
LN301416,2025-10-17,35,Female,Single,Master's,Salaried,44093.31,677.0,0,1,Rent,Europe,Home,242999.17,24,6.51,10825.8,95.0,Pending,N/A
LN301773,2025-10-18,30,Male,Single,High School,Salaried,47578.65,720.0,0,3,Own,Europe,Home,220638.06,36,5.59,6671.33,95.0,Pending,N/A
LN302345,2025-10-18,22,Male,Single,PhD,Salaried,119086.03,677.0,0,2,Mortgage,Asia,Debt Consolidation,14555.56,12,9.82,1278.45,12.88,Approved,On-Time
LN300966,2025-10-18,46,Female,Married,Bachelor's,Salaried,48277.43,567.0,1,4,Rent,North America,Business,28899.73,60,12.36,648.13,21.9,Approved,On-Time
LN302177,2025-10-18,36,Female,Single,High School,Salaried,94902.6,671.0,0,3,Rent,North America,Debt Consolidation,9484.32,120,8.31,116.63,1.47,Approved,On-Time
LN303902,2025-10-18,36,Female,Single,Bachelor's,Salaried,34174.43,598.0,1,1,Own,Australia,Home,170296.82,36,10.08,5501.4,95.0,Rejected,N/A
LN302626,2025-10-18,41,Male,Single,High School,Self-Employed,30850.69,707.0,1,2,Mortgage,North America,Personal,10093.54,180,6.16,86.05,10.89,Approved,Late Payments
LN303374,2025-10-18,35,Female,Divorced,Bachelor's,Salaried,31586.72,,0,3,Rent,Europe,Auto,14347.22,24,7.78,647.45,24.6,Approved,On-Time
LN301407,2025-10-18,37,Male,Married,High School,Salaried,,724.0,1,2,Own,Asia,Debt Consolidation,10928.69,36,7.7,340.95,16.9,Approved,On-Time
LN306750,2025-10-18,40,Male,Married,Master's,Salaried,50861.68,742.0,0,0,Mortgage,Europe,Home,147109.71,48,5.24,3403.85,80.31,Approved,Late Payments
LN305106,2025-10-18,43,Female,Divorced,High School,Salaried,22882.32,642.0,0,1,Rent,North America,Auto,9935.89,12,10.02,873.62,45.81,Pending,N/A
LN300302,2025-10-19,37,Male,Married,Bachelor's,Unemployed,20047.84,495.0,2,1,Mortgage,Europe,Debt Consolidation,15637.49,12,13.66,1401.54,95.0,Pending,N/A
LN300880,2025-10-19,40,Female,Married,Bachelor's,Self-Employed,51613.86,601.0,1,1,Own,Europe,Home,294597.81,12,8.29,25666.12,95.0,Rejected,N/A
LN305748,2025-10-19,49,Female,Single,High School,Business Owner,45286.87,753.0,2,3,Mortgage,North America,Auto,21974.48,60,5.38,418.52,18.42,Approved,On-Time
LN302660,2025-10-19,25,Male,Married,High School,Business Owner,35898.24,727.0,0,4,Own,South America,Auto,9952.11,60,7.86,201.13,6.72,Approved,On-Time
LN304850,2025-10-19,48,Female,Single,Bachelor's,Salaried,42088.69,785.0,1,3,Mortgage,Europe,Education,27390.41,24,6.93,1225.47,39.56,Approved,On-Time
LN301431,2025-10-19,47,Female,Married,Bachelor's,Self-Employed,45002.97,634.0,0,2,Rent,Australia,Business,92912.61,60,11.34,2035.94,54.29,Pending,N/A
LN301063,2025-10-19,21,Female,Single,High School,Self-Employed,13895.81,564.0,2,0,Rent,Asia,Education,6221.1,180,10.75,69.74,31.58,Pending,N/A
LN301056,2025-10-20,49,Male,Married,Bachelor's,Self-Employed,23014.36,662.0,2,2,Mortgage,Europe,Business,104170.94,120,8.62,1298.27,86.89,Approved,On-Time
LN304568,2025-10-20,63,Male,Single,High School,Business Owner,34681.93,622.0,2,5,Mortgage,Europe,Personal,19584.92,24,8.58,890.96,44.03,Approved,On-Time
LN303942,2025-10-20,34,Female,Divorced,Bachelor's,Self-Employed,31979.9,595.0,1,0,Own,Europe,Education,16623.66,60,9.41,348.4,25.38,Pending,N/A
LN303277,2025-10-20,23,Other,Married,Bachelor's,Self-Employed,61536.46,678.0,5,5,Rent,Asia,Home,210979.44,240,7.16,1656.05,43.11,Approved,On-Time
LN304272,2025-10-20,52,Male,Married,Bachelor's,Salaried,84797.28,750.0,2,2,Mortgage,Africa,Home,228389.98,120,6.71,2617.79,41.98,Approved,On-Time
LN302394,2025-10-20,45,Male,Single,High School,Salaried,27600.8,671.0,0,3,Own,Europe,Education,10262.56,60,8.36,209.86,9.12,Approved,On-Time
